Mod:Item:MetaData, Localized Name
quark:birch_pressure_plate, tile.birch_pressure_plate.name
quark:jungle_pressure_plate, tile.jungle_pressure_plate.name
quark:acacia_pressure_plate, tile.acacia_pressure_plate.name
quark:dark_oak_pressure_plate, tile.dark_oak_pressure_plate.name
quark:spruce_button, tile.spruce_button.name
quark:birch_button, tile.birch_button.name
quark:jungle_button, tile.jungle_button.name
quark:acacia_button, tile.acacia_button.name
quark:dark_oak_button, tile.dark_oak_button.name
quark:grate, 格栅方块
quark:glass_item_frame, item.glass_item_frame.name
quark:witch_hat, item.witch_hat.name
quark:pickarang, item.pickarang.name
quark:arrow_ender, item.arrow_ender.name
quark:arrow_explosive, item.arrow_explosive.name
quark:arrow_torch, item.arrow_torch.name
quark:slime_bucket:0, 史莱姆桶
quark:rune:0, 白色符文
quark:rune:1, 橙色符文
quark:rune:2, 品红色符文
quark:rune:3, 淡蓝色符文
quark:rune:4, 黄色符文
quark:rune:5, 黄绿色符文
quark:rune:6, 粉红色符文
quark:rune:7, 灰色符文
quark:rune:8, 淡灰色符文
quark:rune:9, 青色符文
quark:rune:10, 紫色符文
quark:rune:11, 蓝色符文
quark:rune:12, 棕色符文
quark:rune:13, 绿色符文
quark:rune:14, 红色符文
quark:rune:15, 黑色符文
quark:rune:16, 彩虹符文
quark:black_ash, tile.black_ash.name
quark:ancient_tome, item.ancient_tome.name
quark:horse_whistle, item.horse_whistle.name
quark:soul_powder, item.soul_powder.name
quark:parrot_egg:0, 红色鹦鹉蛋
quark:parrot_egg:1, 蓝色鹦鹉蛋
quark:parrot_egg:2, 绿色鹦鹉蛋
quark:parrot_egg:3, 青色鹦鹉蛋
quark:parrot_egg:4, 灰色鹦鹉蛋
quark:enderdragon_scale, item.enderdragon_scale.name
quark:glass_shards:0, 玻璃碎片
quark:glass_shards:1, 白色玻璃碎片
quark:glass_shards:2, 橙色玻璃碎片
quark:glass_shards:3, 品红色玻璃碎片
quark:glass_shards:4, 淡蓝色玻璃碎片
quark:glass_shards:5, 黄色玻璃碎片
quark:glass_shards:6, 黄绿色玻璃碎片
quark:glass_shards:7, 粉红色玻璃碎片
quark:glass_shards:8, 灰色玻璃碎片
quark:glass_shards:9, 淡灰色玻璃碎片
quark:glass_shards:10, 青色玻璃碎片
quark:glass_shards:11, 紫色玻璃碎片
quark:glass_shards:12, 蓝色玻璃碎片
quark:glass_shards:13, 棕色玻璃碎片
quark:glass_shards:14, 绿色玻璃碎片
quark:glass_shards:15, 红色玻璃碎片
quark:glass_shards:16, 黑色玻璃碎片
quark:diamond_heart, item.diamond_heart.name
quark:archaeologist_hat, item.archaeologist_hat.name
quark:variant_leaves:0, 沼泽橡树树叶
quark:variant_leaves:1, 樱花树叶
quark:variant_sapling:0, 沼泽橡树树苗
quark:variant_sapling:1, 樱花树苗
quark:crystal:0, 白色洞穴水晶
quark:crystal:1, 红色洞穴水晶
quark:crystal:2, 橙色洞穴水晶
quark:crystal:3, 黄色洞穴水晶
quark:crystal:4, 绿色洞穴水晶
quark:crystal:5, 蓝色洞穴水晶
quark:crystal:6, 靛蓝色洞穴水晶
quark:crystal:7, 蓝紫色洞穴水晶
quark:crystal:8, 黑色洞穴水晶
quark:crystal_pane:0, 白色洞穴水晶板
quark:crystal_pane:1, 红色洞穴水晶板
quark:crystal_pane:2, 橙色洞穴水晶板
quark:crystal_pane:3, 黄色洞穴水晶板
quark:crystal_pane:4, 绿色洞穴水晶板
quark:crystal_pane:5, 蓝色洞穴水晶板
quark:crystal_pane:6, 靛蓝色洞穴水晶板
quark:crystal_pane:7, 蓝紫色洞穴水晶板
quark:crystal_pane:8, 黑色洞穴水晶板
quark:stone_speleothem, tile.stone_speleothem.name
quark:granite_speleothem, tile.granite_speleothem.name
quark:diorite_speleothem, tile.diorite_speleothem.name
quark:andesite_speleothem, tile.andesite_speleothem.name
quark:netherrack_speleothem, tile.netherrack_speleothem.name
quark:basalt_speleothem, tile.basalt_speleothem.name
quark:marble_speleothem, tile.marble_speleothem.name
quark:limestone_speleothem, tile.limestone_speleothem.name
quark:jasper_speleothem, tile.jasper_speleothem.name
quark:slate_speleothem, tile.slate_speleothem.name
quark:biotite_ore, tile.biotite_ore.name
quark:biotite_block:0, 黑云母块
quark:biotite_block:1, 錾制黑云母块
quark:biotite_block:2, 竖纹黑云母块
quark:biotite, item.biotite.name
quark:biotite_slab:0, 黑云母台阶
quark:biotite_stairs, tile.biotite_stairs.name
quark:monster_box, tile.monster_box.name
quark:basalt:0, 玄武岩
quark:basalt:1, 磨制玄武岩
quark:frog_leg, 蟾蜍腿
quark:cooked_frog_leg, 煮熟的蟾蜍腿
quark:golden_frog_leg, item.golden_frog_leg.name
quark:pirate_hat, 海盗帽
quark:crab_leg, item.crab_leg.name
quark:cooked_crab_leg, item.cooked_crab_leg.name
quark:crab_shell, item.crab_shell.name
quark:marble:0, 大理石
quark:marble:1, 磨制大理石
quark:limestone:0, 石灰石
quark:limestone:1, 磨制石灰石
quark:jasper:0, 碧玉石
quark:jasper:1, 磨制碧玉石
quark:slate:0, 板岩
quark:slate:1, 磨制板岩
quark:biome_cobblestone:0, 硫磺石
quark:biome_cobblestone:1, 永冻石
quark:biome_cobblestone:2, 蛛网石
quark:biome_brick:0, 硫磺石砖
quark:biome_brick:1, 永冻石砖
quark:elder_prismarine:0, 远古海晶石
quark:elder_prismarine:1, 远古海晶石砖
quark:elder_prismarine:2, 暗远古海晶石
quark:elder_sea_lantern, tile.elder_sea_lantern.name
quark:glowcelium, 荧光菌丝
quark:glowshroom, tile.glowshroom.name
quark:glowshroom_block, tile.glowshroom_block.name
quark:soul_bead, item.soul_bead.name
quark:smoker, 烟雾生成器
akashictome:tome, item.tome.name
psi:material:0, Psi粉
psi:material:1, Psi金属锭
psi:material:2, Psi宝石
psi:material:3, 乌黑色Psi金属锭
psi:material:4, 乳白色Psi金属锭
psi:material:5, 乌黑色物质
psi:material:6, 乳白色物质
psi:cad_assembly:0, 铁质CAD机体
psi:cad_assembly:1, 金质CAD机体
psi:cad_assembly:2, Psi金属CAD机体
psi:cad_assembly:3, 乌黑色Psi金属CAD机体
psi:cad_assembly:4, 乳白色Psi金属CAD机体
psi:cad_assembly:5, 创造版CAD机体
psi:cad_core:0, 基础CAD核心
psi:cad_core:1, 超频CAD核心
psi:cad_core:2, 传导CAD核心
psi:cad_core:3, 极频CAD核心
psi:cad_core:4, 辐射CAD核心
psi:cad_socket:0, 基础CAD弹夹
psi:cad_socket:1, 信号CAD弹夹
psi:cad_socket:2, 大型CAD弹夹
psi:cad_socket:3, 透射CAD弹夹
psi:cad_socket:4, 巨型CAD弹夹
psi:cad_battery:0, 基础CAD电池
psi:cad_battery:1, 扩容CAD电池
psi:cad_battery:2, 超密CAD电池
psi:cad_colorizer_:0, 白色CAD着色器
psi:cad_colorizer_:1, 橙色CAD着色器
psi:cad_colorizer_:2, 品红色CAD着色器
psi:cad_colorizer_:3, 淡蓝色CAD着色器
psi:cad_colorizer_:4, 黄色CAD着色器
psi:cad_colorizer_:5, 黄绿色CAD着色器
psi:cad_colorizer_:6, 粉红色CAD着色器
psi:cad_colorizer_:7, 灰色CAD着色器
psi:cad_colorizer_:8, 淡灰色CAD着色器
psi:cad_colorizer_:9, 青色CAD着色器
psi:cad_colorizer_:10, 紫色CAD着色器
psi:cad_colorizer_:11, 蓝色CAD着色器
psi:cad_colorizer_:12, 棕色CAD着色器
psi:cad_colorizer_:13, 绿色CAD着色器
psi:cad_colorizer_:14, 红色CAD着色器
psi:cad_colorizer_:15, 黑色CAD着色器
psi:cad_colorizer_:16, 全色CAD着色器
psi:cad_colorizer_:17, Psi CAD着色器
psi:spell_bullet:0, 术式子弹
psi:spell_bullet:2, 投射型术式子弹
psi:spell_bullet:4, 循环型术式子弹
psi:spell_bullet:6, 圈阵型术式子弹
psi:spell_bullet:8, 榴弹型术式子弹
psi:spell_bullet:10, 遥控型术式子弹
psi:spell_bullet:12, 地雷型术式子弹
psi:spell_drive, item.spell_drive.name
psi:detonator, item.detonator.name
psi:exosuit_controller, item.exosuit_controller.name
psi:exosuit_sensor:0, 光传感器
psi:exosuit_sensor:1, 水传感器
psi:exosuit_sensor:2, 热传感器
psi:exosuit_sensor:3, 压力传感器
psi:vector_ruler, item.vector_ruler.name
psi:cad, item.cad.name
psi:psimetal_shovel, item.psimetal_shovel.name
psi:psimetal_pickaxe, item.psimetal_pickaxe.name
psi:psimetal_axe, item.psimetal_axe.name
psi:psimetal_sword, item.psimetal_sword.name
psi:psimetal_exosuit_helmet, item.psimetal_exosuit_helmet.name
psi:psimetal_exosuit_chestplate, item.psimetal_exosuit_chestplate.name
psi:psimetal_exosuit_leggings, item.psimetal_exosuit_leggings.name
psi:psimetal_exosuit_boots, item.psimetal_exosuit_boots.name
psi:cad_assembler, tile.cad_assembler.name
psi:programmer, 编程器
psi:psi_decorative:0, Psi粉块
psi:psi_decorative:1, Psi金属块
psi:psi_decorative:2, Psi宝石块
psi:psi_decorative:3, 深色Psi金属板
psi:psi_decorative:4, 深色Psi金属流光板
psi:psi_decorative:5, 亮色Psi金属板
psi:psi_decorative:6, 亮色Psi金属流光板
psi:psi_decorative:7, 乌黑色Psi金属块
psi:psi_decorative:8, 乳白色Psi金属块
plustic:mirionnugget, 蕴魔结晶粒
plustic:mirioningot, 蕴魔结晶锭
plustic:mirionblock, 蕴魔结晶块
plustic:pipe_piece:0, 熔融木 枪管
plustic:pipe_piece:0, 黑暗木 枪管
plustic:pipe_piece:0, 血木 枪管
plustic:pipe_piece:0, 幽魂木 枪管
plustic:pipe_piece:0, 焦黑石英 枪管
plustic:pipe_piece:0, 红石水晶 枪管
plustic:pipe_piece:0, 青金石水晶 枪管
plustic:pipe_piece:0, 钻石水晶 枪管
plustic:pipe_piece:0, 煤晶 枪管
plustic:pipe_piece:0, 绿宝石水晶 枪管
plustic:pipe_piece:0, 铁晶 枪管
plustic:pipe_piece:0, 阳光化合物 枪管
plustic:pipe_piece:0, 陨石 枪管
plustic:pipe_piece:0, 福鲁伊克斯水晶 枪管
plustic:pipe_piece:0, 福鲁伊克斯钢 枪管
plustic:pipe_piece:0, 海蓝宝石 枪管
plustic:pipe_piece:0, 星辉 枪管
plustic:pipe_piece:0, 水晶矩阵 枪管
plustic:pipe_piece:0, 中子素 枪管
plustic:pipe_piece:0, 无尽 枪管
plustic:pipe_piece:0, 束缚 枪管
plustic:pipe_piece:0, 感知 枪管
plustic:pipe_piece:0, 活石 枪管
plustic:pipe_piece:0, 活木 枪管
plustic:pipe_piece:0, 梦之木 枪管
plustic:pipe_piece:0, 魔力钢 枪管
plustic:pipe_piece:0, 泰拉钢 枪管
plustic:pipe_piece:0, 源质钢 枪管
plustic:pipe_piece:0, 飞龙 枪管
plustic:pipe_piece:0, 神龙 枪管
plustic:pipe_piece:0, 混沌 枪管
plustic:pipe_piece:0, 莱泽尔水晶 枪管
plustic:pipe_piece:0, 艾洛蒂水晶 枪管
plustic:pipe_piece:0, 凯罗尼水晶 枪管
plustic:pipe_piece:0, 普雷蒂水晶 枪管
plustic:pipe_piece:0, 艾恩尼水晶 枪管
plustic:pipe_piece:0, 以太水晶 枪管
plustic:pipe_piece:0, 蓝丝黛尔石 枪管
plustic:pipe_piece:0, 云母 枪管
plustic:pipe_piece:0, 磷灰石 枪管
plustic:pipe_piece:0, 蕴魔源质 枪管
plustic:pipe_piece:0, 肉 枪管
plustic:pipe_piece:0, 史莱姆枪管
plustic:pipe_piece:0, 粉色金属 枪管
plustic:pipe_piece:0, 橡胶 枪管
plustic:pipe_piece:0, 高级合金 枪管
plustic:pipe_piece:0, 能量金属 枪管
plustic:pipe_piece:0, 碳纤维 枪管
plustic:pipe_piece:0, 铱 枪管
plustic:pipe_piece:0, UU金属 枪管
plustic:pipe_piece:0, 锇 枪管
plustic:pipe_piece:0, 强化黑曜石 枪管
plustic:pipe_piece:0, 高密度聚乙烯 枪管
plustic:pipe_piece:0, 暗物质 枪管
plustic:pipe_piece:0, 红物质 枪管
plustic:pipe_piece:0, 红石琥珀金 枪管
plustic:pipe_piece:0, 红石水晶 枪管
plustic:pipe_piece:0, 极寒末影 枪管
plustic:pipe_piece:0, 极寒水晶 枪管
plustic:pipe_piece:0, 神秘 枪管
plustic:pipe_piece:0, 虚空金属 枪管
plustic:pipe_piece:0, 元金 枪管
plustic:pipe_piece:0, 镍 枪管
plustic:pipe_piece:0, 铂 枪管
plustic:pipe_piece:0, 殷钢 枪管
plustic:pipe_piece:0, 康铜 枪管
plustic:pipe_piece:0, 流明 枪管
plustic:pipe_piece:0, Enderium 枪管
plustic:pipe_piece:0, 娜迦鳞片 枪管
plustic:pipe_piece:0, 钢叶 枪管
plustic:pipe_piece:0, 炽铁 枪管
plustic:pipe_piece:0, 骑士金属 枪管
plustic:pipe_piece:0, 磁钢 枪管
plustic:pipe_piece:0, 充能合金 枪管
plustic:pipe_piece:0, 脉冲合金 枪管
plustic:pipe_piece:0, 红石合金 枪管
plustic:pipe_piece:0, 导电铁 枪管
plustic:pipe_piece:0, 充能铁 枪管
plustic:pipe_piece:0, 玄钢 枪管
plustic:pipe_piece:0, 魂金 枪管
plustic:pipe_piece:0, 末影钢 枪管
plustic:pipe_piece:0, 铁合金 枪管
plustic:pipe_piece:0, 木 枪管
plustic:pipe_piece:0, 圆石 枪管
plustic:pipe_piece:0, 燧石 枪管
plustic:pipe_piece:0, 仙人掌 枪管
plustic:pipe_piece:0, 骨头 枪管
plustic:pipe_piece:0, 黑曜石 枪管
plustic:pipe_piece:0, 海晶石 枪管
plustic:pipe_piece:0, 末地石 枪管
plustic:pipe_piece:0, 纸 枪管
plustic:pipe_piece:0, 海绵 枪管
plustic:pipe_piece:0, 烈焰木 枪管
plustic:pipe_piece:0, 生铁 枪管
plustic:pipe_piece:0, 骑士史莱姆 枪管
plustic:pipe_piece:0, 史莱姆 枪管
plustic:pipe_piece:0, 史莱姆 枪管
plustic:pipe_piece:0, 熔岩史莱姆 枪管
plustic:pipe_piece:0, 地狱岩 枪管
plustic:pipe_piece:0, 钴 枪管
plustic:pipe_piece:0, 阿迪特 枪管
plustic:pipe_piece:0, 玛玉灵 枪管
plustic:pipe_piece:0, 青铜 枪管
plustic:pipe_piece:0, 琥珀金 枪管
plustic:pipe_piece:0, 钢 枪管
plustic:pipe_piece:0, 魔法木质枪管
plustic:pipe_piece:0, 恶魔灌注枪管
plustic:pipe_piece:0, 附魔枪管
plustic:pipe_piece:0, 恶魔枪管
plustic:pipe_piece:0, 煤炭 枪管
plustic:pipe_piece:0, 铁 枪管
plustic:pipe_piece:0, 金 枪管
plustic:pipe_piece:0, 钻石 枪管
plustic:pipe_piece:0, 绿宝石 枪管
plustic:pipe_piece:0, 铜 枪管
plustic:pipe_piece:0, 锡 枪管
plustic:pipe_piece:0, 铅 枪管
plustic:pipe_piece:0, 银 枪管
plustic:pipe_piece:0, 铝 枪管
plustic:pipe_piece:0, 赛特斯石英 枪管
plustic:pipe_piece:0, 充能赛特斯石英 枪管
plustic:pipe_piece:0, 知识精华锭 枪管
plustic:pipe_piece:0, 邪恶荆棘 枪管
plustic:pipe_piece:0, 毁灭 枪管
plustic:pipe_piece:0, 玻璃碎片 枪管
plustic:pipe_piece:0, 天宇 枪管
plustic:pipe_piece:0, 心之水晶 枪管
plustic:pipe_piece:0, 螃蟹外壳 枪管
plustic:pipe_piece:0, 空间水晶 枪管
plustic:pipe_piece:0, 下界霜晶 枪管
plustic:pipe_piece:0, 硼 枪管
plustic:pipe_piece:0, 高强合金 枪管
plustic:pipe_piece:0, 硬碳合金 枪管
plustic:pipe_piece:0, 氮化硼 枪管
plustic:pipe_piece:0, 钍 枪管
plustic:pipe_piece:0, 铀 枪管
plustic:pipe_piece:0, 镁 枪管
plustic:pipe_piece:0, 巧克力 枪管
plustic:pipe_piece:0, 终末 枪管
plustic:pipe_piece:0, 钨 枪管
plustic:pipe_piece:0, 影素 枪管
plustic:pipe_piece:0, 渊素 枪管
plustic:pipe_piece:0, 精炼珊瑚 枪管
plustic:pipe_piece:0, 惧质 枪管
plustic:pipe_piece:0, 泰伯利亚 枪管
plustic:pipe_piece:0, 极光金属 枪管
plustic:pipe_piece:0, 钷 枪管
plustic:pipe_piece:0, 杜兰特 枪管
plustic:pipe_piece:0, 瓦雷利亚 枪管
plustic:pipe_piece:0, 振金 枪管
plustic:pipe_piece:0, 地母 枪管
plustic:pipe_piece:0, 钯 枪管
plustic:pipe_piece:0, 乌鲁 枪管
plustic:pipe_piece:0, 零素 枪管
plustic:pipe_piece:0, 玄武岩 枪管
plustic:pipe_piece:0, 泰伯利安 枪管
plustic:pipe_piece:0, 碎金 枪管
plustic:pipe_piece:0, 瑟蓝 枪管
plustic:pipe_piece:0, 普罗克希 枪管
plustic:pipe_piece:0, 漩金 枪管
plustic:pipe_piece:0, 焰晶 枪管
plustic:pipe_piece:0, 帝金 枪管
plustic:pipe_piece:0, 阳光合金 枪管
plustic:pipe_piece:0, 虚金 枪管
plustic:pipe_piece:0, 铿金 枪管
plustic:pipe_piece:0, 烈金 枪管
plustic:pipe_piece:0, 辐光合金 枪管
plustic:pipe_piece:0, 流光合金 枪管
plustic:pipe_piece:0, 地动合金 枪管
plustic:pipe_piece:0, 曜金 枪管
plustic:pipe_piece:0, 铌 枪管
plustic:pipe_piece:0, 原金 枪管
plustic:pipe_piece:0, 陨铁 枪管
plustic:pipe_piece:0, 黑陨铁 枪管
plustic:pipe_piece:0, 耐酸铝 枪管
plustic:pipe_piece:0, 强化荧石 枪管
plustic:pipe_piece:0, 锇荧黑曜合金 枪管
plustic:pipe_piece:0, 铱锇合金 枪管
plustic:pipe_piece:0, 信素 枪管
plustic:pipe_piece:0, Psi金属 枪管
plustic:pipe_piece:0, Psi宝石 枪管
plustic:pipe_piece:0, 特殊 (血神之刃) 枪管
plustic:pipe_piece:0, 特殊 (等离子体) 枪管
plustic:pipe_piece:0, 聚变 枪管
plustic:pipe_piece:0, 时空扰乱 枪管
plustic:pipe_piece:0, 虚空晶体 枪管
plustic:pipe_piece:0, 末影晶体 枪管
plustic:pipe_piece:0, 辐照金属 枪管
plustic:pipe_piece:0, 太阳钢 枪管
plustic:pipe_piece:0, 镓 枪管
plustic:pipe_piece:0, 末影合金 枪管
plustic:pipe_piece:0, 过载水晶 枪管
plustic:pipe_piece:0, 符文钢 枪管
plustic:pipe_piece:0, 重力鎓 枪管
plustic:pipe_piece:0, 三色合金 枪管
plustic:pipe_piece:0, 特殊 (三重剑刃) 枪管
plustic:pipe_piece:0, 特殊 (先驱者) 枪管
plustic:pipe_piece:0, 血石 枪管
plustic:pipe_piece:0, 回音石 枪管
plustic:pipe_piece:0, 炽焱之晶 枪管
plustic:pipe_piece:0, 阿托尼姆 枪管
plustic:pipe_piece:0, 暗影金属 枪管
plustic:pipe_piece:0, 赤藓石 枪管
plustic:pipe_piece:0, 暗影玻璃晶 枪管
plustic:pipe_piece:0, 以太石 枪管
plustic:pipe_piece:0, 纳瓦特尔 枪管
plustic:pipe_piece:0, 史莱姆木 枪管
plustic:pipe_piece:0, 铁树 枪管
plustic:pipe_piece:0, 企鹅 枪管
plustic:pipe_piece:0, 钢叶合金 枪管
plustic:pipe_piece:0, 阿肯钢 枪管
plustic:pipe_piece:0, 天根 枪管
plustic:pipe_piece:0, 圣石 枪管
plustic:pipe_piece:0, 紫晶 枪管
plustic:pipe_piece:0, 重力晶 枪管
plustic:pipe_piece:0, 女武神金属 枪管
plustic:pipe_piece:0, 琥珀木 枪管
plustic:pipe_piece:0, 秘银 枪管
plustic:pipe_piece:0, 盖亚魂 枪管
plustic:pipe_piece:0, 龙 枪管
plustic:pipe_piece:0, 双足飞龙 枪管
plustic:pipe_piece:0, 觉醒龙 枪管
plustic:pipe_piece:0, 混沌龙 枪管
plustic:pipe_piece:0, Psi金属 枪管
plustic:pipe_piece:0, 乌黑色Psi金属 枪管
plustic:pipe_piece:0, 乳白色Psi金属 枪管
plustic:pipe_piece:0, 钨 枪管
plustic:pipe_piece:0, 红宝石 枪管
plustic:pipe_piece:0, 蓝宝石 枪管
plustic:pipe_piece:0, 橄榄石 枪管
plustic:pipe_piece:0, 黄石榴石 枪管
plustic:pipe_piece:0, 红石榴石 枪管
plustic:pipe_piece:0, 天根木 枪管
plustic:pipe_piece:0, 圣石 枪管
plustic:pipe_piece:0, 紫晶石 枪管
plustic:pipe_piece:0, 重力晶 枪管
plustic:pipe_piece:0, 金琥珀 枪管
plustic:pipe_piece:0, 史维特 枪管
plustic:pipe_piece:0, 柺杖糖 枪管
plustic:pipe_piece:0, 寒风境云 枪管
plustic:pipe_piece:0, 天蓝境云 枪管
plustic:pipe_piece:0, 金黄境云 枪管
plustic:pipe_piece:0, 冰石 枪管
plustic:pipe_piece:0, 暗影 枪管
plustic:pipe_piece:0, 奥利哈刚 枪管
plustic:pipe_piece:0, 防腐木 枪管
plustic:pipe_piece:0, 晶蓝 枪管
plustic:pipe_piece:0, 皎月石 枪管
plustic:pipe_piece:0, 极光钢 枪管
plustic:pipe_piece:0, 谧木 枪管
plustic:pipe_piece:0, 极光石 枪管
plustic:pipe_piece:0, 蕴魔结晶 枪管
plustic:laser_medium:0, 圆石 激光传导器
plustic:laser_medium:0, 海晶石 激光传导器
plustic:laser_medium:0, 烈焰棒 激光传导器
plustic:laser_medium:0, 末地烛 激光传导器
plustic:laser_medium:0, 强化荧石 激光传导器
plustic:laser_medium:0, Psi宝石 激光传导器
plustic:laser_medium:0, 聚变 激光传导器
plustic:laser_medium:0, 时空扰乱 激光传导器
plustic:laser_medium:0, 辐照金属 激光传导器
plustic:laser_medium:0, 太阳钢 激光传导器
plustic:laser_medium:0, 重力鎓 激光传导器
plustic:laser_medium:0, 三色合金 激光传导器
plustic:laser_medium:0, 暗影金属 激光传导器
plustic:laser_medium:0, 赤藓石 激光传导器
plustic:battery_cell:0, 圆石 蓄电池
plustic:battery_cell:0, 玛玉灵 蓄电池
plustic:battery_cell:0, 烈焰棒 蓄电池
plustic:battery_cell:0, 末地烛 蓄电池
plustic:battery_cell:0, 聚变 蓄电池
plustic:battery_cell:0, 时空扰乱 蓄电池
plustic:battery_cell:0, 辐照金属 蓄电池
plustic:battery_cell:0, 太阳钢 蓄电池
plustic:battery_cell:0, 重力鎓 蓄电池
plustic:battery_cell:0, 三色合金 蓄电池
plustic:battery_cell:0, 暗影金属 蓄电池
plustic:laser_gun, 镭射枪
plustic:katana, 武士刀
totaltinkers:fullguard:0, 熔融木 大型护手
totaltinkers:fullguard:0, 黑暗木 大型护手
totaltinkers:fullguard:0, 血木 大型护手
totaltinkers:fullguard:0, 幽魂木 大型护手
totaltinkers:fullguard:0, 焦黑石英 大型护手
totaltinkers:fullguard:0, 红石水晶 大型护手
totaltinkers:fullguard:0, 青金石水晶 大型护手
totaltinkers:fullguard:0, 钻石水晶 大型护手
totaltinkers:fullguard:0, 煤晶 大型护手
totaltinkers:fullguard:0, 绿宝石水晶 大型护手
totaltinkers:fullguard:0, 铁晶 大型护手
totaltinkers:fullguard:0, 阳光化合物 大型护手
totaltinkers:fullguard:0, 陨石 大型护手
totaltinkers:fullguard:0, 福鲁伊克斯水晶 大型护手
totaltinkers:fullguard:0, 福鲁伊克斯钢 大型护手
totaltinkers:fullguard:0, 海蓝宝石 大型护手
totaltinkers:fullguard:0, 星辉 大型护手
totaltinkers:fullguard:0, 水晶矩阵 大型护手
totaltinkers:fullguard:0, 中子素 大型护手
totaltinkers:fullguard:0, 无尽 大型护手
totaltinkers:fullguard:0, 束缚 大型护手
totaltinkers:fullguard:0, 感知 大型护手
totaltinkers:fullguard:0, 活石 大型护手
totaltinkers:fullguard:0, 活木 大型护手
totaltinkers:fullguard:0, 梦之木 大型护手
totaltinkers:fullguard:0, 魔力钢 大型护手
totaltinkers:fullguard:0, 泰拉钢 大型护手
totaltinkers:fullguard:0, 源质钢 大型护手
totaltinkers:fullguard:0, 飞龙 大型护手
totaltinkers:fullguard:0, 神龙 大型护手
totaltinkers:fullguard:0, 混沌 大型护手
totaltinkers:fullguard:0, 莱泽尔水晶 大型护手
totaltinkers:fullguard:0, 艾洛蒂水晶 大型护手
totaltinkers:fullguard:0, 凯罗尼水晶 大型护手
totaltinkers:fullguard:0, 普雷蒂水晶 大型护手
totaltinkers:fullguard:0, 艾恩尼水晶 大型护手
totaltinkers:fullguard:0, 以太水晶 大型护手
totaltinkers:fullguard:0, 蓝丝黛尔石 大型护手
totaltinkers:fullguard:0, 云母 大型护手
totaltinkers:fullguard:0, 磷灰石 大型护手
totaltinkers:fullguard:0, 蕴魔源质 大型护手
totaltinkers:fullguard:0, 肉 大型护手
totaltinkers:fullguard:0, 史莱姆大型护手
totaltinkers:fullguard:0, 粉色金属 大型护手
totaltinkers:fullguard:0, 橡胶 大型护手
totaltinkers:fullguard:0, 高级合金 大型护手
totaltinkers:fullguard:0, 能量金属 大型护手
totaltinkers:fullguard:0, 碳纤维 大型护手
totaltinkers:fullguard:0, 铱 大型护手
totaltinkers:fullguard:0, UU金属 大型护手
totaltinkers:fullguard:0, 锇 大型护手
totaltinkers:fullguard:0, 强化黑曜石 大型护手
totaltinkers:fullguard:0, 高密度聚乙烯 大型护手
totaltinkers:fullguard:0, 暗物质 大型护手
totaltinkers:fullguard:0, 红物质 大型护手
totaltinkers:fullguard:0, 红石琥珀金 大型护手
totaltinkers:fullguard:0, 红石水晶 大型护手
totaltinkers:fullguard:0, 极寒末影 大型护手
totaltinkers:fullguard:0, 极寒水晶 大型护手
totaltinkers:fullguard:0, 神秘 大型护手
totaltinkers:fullguard:0, 虚空金属 大型护手
totaltinkers:fullguard:0, 元金 大型护手
totaltinkers:fullguard:0, 镍 大型护手
totaltinkers:fullguard:0, 铂 大型护手
totaltinkers:fullguard:0, 殷钢 大型护手
totaltinkers:fullguard:0, 康铜 大型护手
totaltinkers:fullguard:0, 流明 大型护手
totaltinkers:fullguard:0, Enderium 大型护手
totaltinkers:fullguard:0, 钢叶 大型护手
totaltinkers:fullguard:0, 炽铁 大型护手
totaltinkers:fullguard:0, 骑士金属 大型护手
totaltinkers:fullguard:0, 磁钢 大型护手
totaltinkers:fullguard:0, 充能合金 大型护手
totaltinkers:fullguard:0, 脉冲合金 大型护手
totaltinkers:fullguard:0, 红石合金 大型护手
totaltinkers:fullguard:0, 导电铁 大型护手
totaltinkers:fullguard:0, 充能铁 大型护手
totaltinkers:fullguard:0, 玄钢 大型护手
totaltinkers:fullguard:0, 魂金 大型护手
totaltinkers:fullguard:0, 末影钢 大型护手
totaltinkers:fullguard:0, 铁合金 大型护手
totaltinkers:fullguard:0, 木 大型护手
totaltinkers:fullguard:0, 圆石 大型护手
totaltinkers:fullguard:0, 燧石 大型护手
totaltinkers:fullguard:0, 仙人掌 大型护手
totaltinkers:fullguard:0, 骨头 大型护手
totaltinkers:fullguard:0, 黑曜石 大型护手
totaltinkers:fullguard:0, 海晶石 大型护手
totaltinkers:fullguard:0, 末地石 大型护手
totaltinkers:fullguard:0, 纸 大型护手
totaltinkers:fullguard:0, 海绵 大型护手
totaltinkers:fullguard:0, 烈焰木 大型护手
totaltinkers:fullguard:0, 生铁 大型护手
totaltinkers:fullguard:0, 骑士史莱姆 大型护手
totaltinkers:fullguard:0, 史莱姆 大型护手
totaltinkers:fullguard:0, 史莱姆 大型护手
totaltinkers:fullguard:0, 熔岩史莱姆 大型护手
totaltinkers:fullguard:0, 地狱岩 大型护手
totaltinkers:fullguard:0, 钴 大型护手
totaltinkers:fullguard:0, 阿迪特 大型护手
totaltinkers:fullguard:0, 玛玉灵 大型护手
totaltinkers:fullguard:0, 青铜 大型护手
totaltinkers:fullguard:0, 琥珀金 大型护手
totaltinkers:fullguard:0, 钢 大型护手
